id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
112,male,group C,high school,standard,none,62.0,55.0,49.0
227,female,group C,some college,standard,none,72.0,72.0,71.0
690,male,group E,some college,free/reduced,none,93.0,90.0,83.0
104,male,group B,high school,standard,completed,60.0,44.0,47.0
422,female,group D,high school,standard,completed,57.0,58.0,64.0
420,male,group E,high school,free/reduced,completed,57.0,56.0,54.0
752,male,group E,some college,standard,none,68.0,72.0,65.0
587,female,group A,high school,standard,none,55.0,73.0,73.0
782,female,group B,master's degree,standard,none,77.0,90.0,84.0
673,female,group C,some college,standard,none,69.0,78.0,76.0
120,female,group C,some college,standard,none,55.0,69.0,65.0
54,male,group D,high school,standard,none,88.0,78.0,75.0
152,male,group A,bachelor's degree,standard,none,77.0,67.0,68.0
404,female,group D,high school,standard,completed,88.0,99.0,100.0
947,male,group B,high school,standard,none,82.0,82.0,80.0
208,male,group E,high school,standard,completed,81.0,80.0,76.0
659,female,group D,associate's degree,free/reduced,none,43.0,60.0,58.0
845,female,group D,some high school,free/reduced,completed,40.0,65.0,64.0
886,female,group C,associate's degree,standard,completed,62.0,76.0,80.0
9,male,group D,high school,free/reduced,completed,64.0,64.0,67.0
809,male,group C,high school,standard,none,90.0,75.0,69.0
37,female,group D,associate's degree,standard,none,74.0,81.0,83.0
453,female,group C,associate's degree,free/reduced,none,65.0,77.0,74.0
652,female,group A,high school,standard,completed,68.0,80.0,76.0
254,male,group D,master's degree,standard,none,80.0,80.0,72.0
304,male,group B,associate's degree,standard,none,80.0,76.0,64.0
965,male,group D,some college,standard,none,72.0,57.0,58.0
572,male,group A,bachelor's degree,standard,none,91.0,96.0,92.0
624,male,group A,some college,standard,completed,100.0,96.0,86.0
711,male,group C,some college,standard,completed,93.0,84.0,90.0
721,female,group C,some college,free/reduced,none,62.0,72.0,70.0
263,female,group C,some high school,free/reduced,none,44.0,50.0,51.0
611,male,group D,some college,free/reduced,completed,69.0,60.0,63.0
298,male,group E,associate's degree,standard,completed,71.0,74.0,68.0
415,female,group C,bachelor's degree,free/reduced,completed,51.0,72.0,79.0
151,male,group A,some high school,standard,completed,62.0,67.0,69.0
790,female,group C,master's degree,free/reduced,none,52.0,65.0,61.0
641,male,group D,high school,standard,none,41.0,52.0,51.0
891,female,group E,some college,standard,completed,86.0,85.0,91.0
551,male,group C,some high school,free/reduced,none,79.0,76.0,65.0
793,male,group D,high school,free/reduced,none,66.0,74.0,69.0
489,male,group B,some high school,standard,completed,64.0,53.0,57.0
148,male,group C,associate's degree,free/reduced,none,73.0,68.0,66.0
147,male,group B,some high school,standard,none,88.0,84.0,75.0
722,male,group D,some high school,free/reduced,completed,55.0,59.0,59.0
933,male,group D,associate's degree,free/reduced,completed,61.0,71.0,73.0
741,male,group D,bachelor's degree,standard,none,80.0,73.0,72.0
660,male,group D,associate's degree,standard,none,90.0,87.0,85.0
349,male,group D,high school,free/reduced,none,75.0,74.0,66.0
464,female,group C,some college,free/reduced,none,77.0,90.0,91.0
326,female,group C,some college,standard,none,82.0,90.0,94.0
187,male,group E,high school,standard,none,80.0,76.0,65.0
124,male,group D,high school,free/reduced,none,63.0,57.0,56.0
855,male,group C,some high school,standard,none,62.0,64.0,55.0
609,female,group E,some college,standard,none,61.0,64.0,62.0
144,male,group A,high school,standard,none,57.0,43.0,47.0
960,male,group C,high school,standard,none,75.0,81.0,71.0
198,male,group E,high school,free/reduced,none,55.0,56.0,51.0
610,female,group B,associate's degree,standard,none,58.0,63.0,65.0
280,male,group B,bachelor's degree,free/reduced,none,73.0,56.0,57.0
294,female,group E,bachelor's degree,standard,none,65.0,73.0,75.0
401,female,group C,some high school,standard,completed,59.0,54.0,67.0
123,female,group C,some college,standard,completed,88.0,93.0,93.0
184,female,group D,associate's degree,standard,none,65.0,69.0,70.0
203,male,group C,associate's degree,standard,none,69.0,77.0,69.0
439,male,group C,high school,standard,none,70.0,56.0,51.0
247,male,group E,associate's degree,standard,none,89.0,76.0,74.0
416,male,group E,high school,standard,none,84.0,73.0,69.0
778,female,group C,some college,free/reduced,none,35.0,44.0,43.0
833,male,group A,bachelor's degree,standard,none,64.0,60.0,58.0
908,female,group D,some college,standard,completed,79.0,84.0,91.0
979,male,group D,high school,standard,completed,55.0,41.0,48.0
889,female,group D,some college,free/reduced,none,69.0,65.0,74.0
130,female,group A,bachelor's degree,standard,none,51.0,49.0,51.0
638,female,group D,some high school,standard,completed,80.0,92.0,88.0
403,female,group A,some college,free/reduced,none,49.0,65.0,55.0
786,female,group B,some high school,standard,completed,32.0,51.0,44.0
913,female,group C,bachelor's degree,standard,completed,52.0,61.0,66.0
736,male,group C,master's degree,standard,none,67.0,57.0,59.0
915,female,group B,associate's degree,free/reduced,none,46.0,61.0,55.0
220,male,group B,some high school,standard,completed,61.0,56.0,56.0
642,female,group D,associate's degree,free/reduced,completed,74.0,88.0,90.0
917,male,group E,bachelor's degree,standard,completed,100.0,100.0,100.0
754,female,group C,some high school,standard,completed,77.0,90.0,85.0
808,female,group E,high school,free/reduced,none,41.0,45.0,40.0
921,male,group D,high school,free/reduced,none,69.0,70.0,67.0
625,female,group E,bachelor's degree,free/reduced,none,61.0,58.0,62.0
854,male,group E,some high school,standard,none,82.0,67.0,61.0
762,female,group D,some high school,standard,none,48.0,58.0,54.0
387,female,group E,bachelor's degree,standard,none,64.0,73.0,70.0
974,female,group D,some college,free/reduced,none,49.0,65.0,61.0
510,female,group C,bachelor's degree,standard,none,86.0,92.0,87.0
268,female,group D,high school,standard,none,69.0,72.0,77.0
821,female,group A,some high school,standard,completed,85.0,90.0,92.0
442,female,group D,high school,standard,none,78.0,81.0,80.0
497,female,group C,some college,standard,none,54.0,48.0,52.0
113,male,group A,associate's degree,standard,none,54.0,53.0,47.0
692,female,group E,associate's degree,free/reduced,none,73.0,76.0,78.0
233,female,group B,bachelor's degree,standard,none,67.0,86.0,83.0
871,male,group B,high school,standard,none,59.0,58.0,47.0
608,female,group C,master's degree,free/reduced,none,40.0,58.0,54.0
672,male,group D,associate's degree,free/reduced,none,52.0,57.0,50.0
374,female,group D,some college,standard,completed,82.0,97.0,96.0
983,male,group B,some high school,standard,completed,79.0,85.0,86.0
844,male,group B,some college,free/reduced,completed,74.0,77.0,76.0
234,male,group E,some high school,standard,none,92.0,87.0,78.0
787,female,group E,some high school,free/reduced,none,72.0,79.0,77.0
677,female,group E,some college,standard,completed,73.0,78.0,76.0
318,male,group C,associate's degree,standard,none,83.0,72.0,78.0
649,female,group B,high school,standard,none,50.0,53.0,55.0
411,female,group D,master's degree,standard,completed,70.0,71.0,74.0
900,female,group D,some high school,standard,completed,65.0,78.0,82.0
710,female,group D,associate's degree,free/reduced,completed,42.0,61.0,58.0
359,male,group D,some college,free/reduced,none,59.0,62.0,61.0
259,female,group B,some college,standard,none,70.0,75.0,78.0
745,male,group B,some college,free/reduced,none,55.0,55.0,47.0
628,male,group D,associate's degree,standard,none,61.0,48.0,46.0
633,female,group B,bachelor's degree,standard,completed,66.0,74.0,81.0
283,female,group D,bachelor's degree,free/reduced,none,73.0,79.0,84.0
377,female,group D,some high school,standard,none,80.0,90.0,82.0
385,female,group A,some high school,free/reduced,none,38.0,43.0,43.0
225,female,group B,associate's degree,standard,completed,52.0,66.0,73.0
955,female,group C,some college,standard,none,62.0,69.0,69.0
902,female,group C,master's degree,standard,none,73.0,78.0,74.0
473,female,group C,associate's degree,standard,completed,68.0,86.0,84.0
348,female,group C,bachelor's degree,standard,completed,77.0,94.0,95.0
506,female,group B,some high school,standard,none,82.0,82.0,80.0
640,female,group D,associate's degree,standard,none,76.0,74.0,73.0
989,female,group A,some high school,free/reduced,none,44.0,45.0,45.0
930,female,group C,some high school,free/reduced,none,48.0,56.0,51.0
907,male,group B,high school,standard,none,57.0,48.0,51.0
620,male,group C,associate's degree,free/reduced,completed,65.0,73.0,68.0
877,male,group D,some college,standard,none,81.0,82.0,84.0
846,male,group E,master's degree,standard,none,90.0,85.0,84.0
646,female,group B,bachelor's degree,standard,completed,65.0,81.0,81.0
848,male,group D,high school,standard,none,64.0,54.0,50.0
557,female,group C,associate's degree,standard,completed,55.0,72.0,79.0
959,female,group D,high school,standard,none,45.0,63.0,59.0
578,female,group B,high school,standard,none,81.0,91.0,89.0
796,female,group E,associate's degree,free/reduced,completed,57.0,68.0,73.0
86,female,group C,some college,standard,none,73.0,80.0,82.0
243,female,group D,high school,standard,none,56.0,52.0,55.0
699,female,group D,associate's degree,standard,completed,57.0,78.0,79.0
160,male,group D,associate's degree,free/reduced,none,66.0,62.0,64.0
525,male,group C,high school,standard,completed,53.0,52.0,49.0
36,male,group E,associate's degree,standard,completed,81.0,81.0,79.0
541,male,group C,high school,standard,completed,75.0,69.0,68.0
171,male,group A,high school,standard,completed,72.0,73.0,74.0
655,female,group B,some high school,standard,none,73.0,79.0,79.0
892,female,group E,associate's degree,standard,none,85.0,92.0,85.0
859,male,group B,high school,standard,completed,52.0,49.0,46.0
849,female,group C,high school,standard,none,59.0,72.0,68.0
946,female,group C,associate's degree,standard,none,54.0,61.0,58.0
734,male,group D,some high school,standard,none,55.0,47.0,44.0
96,male,group C,associate's degree,free/reduced,completed,78.0,81.0,82.0
564,female,group D,some college,free/reduced,completed,63.0,80.0,80.0
241,male,group D,high school,free/reduced,completed,73.0,68.0,66.0
743,female,group C,high school,standard,none,81.0,84.0,82.0
575,female,group E,high school,standard,none,74.0,81.0,71.0
691,female,group C,associate's degree,standard,none,49.0,53.0,53.0
461,male,group C,bachelor's degree,free/reduced,none,53.0,58.0,55.0
554,male,group D,some college,free/reduced,none,77.0,62.0,64.0
880,female,group D,associate's degree,standard,none,64.0,76.0,74.0
207,male,group E,bachelor's degree,standard,none,82.0,62.0,62.0
393,male,group E,some college,standard,none,76.0,67.0,67.0
795,female,group B,high school,standard,none,42.0,52.0,51.0
398,female,group C,associate's degree,standard,none,85.0,89.0,95.0
767,female,group C,high school,standard,completed,58.0,75.0,77.0
850,male,group D,associate's degree,standard,none,80.0,75.0,69.0
218,female,group C,high school,free/reduced,none,34.0,42.0,39.0
5,male,group C,some college,standard,none,76.0,78.0,75.0
769,female,group D,some high school,standard,none,68.0,71.0,75.0
643,female,group B,some high school,free/reduced,none,72.0,81.0,79.0
899,male,group D,associate's degree,standard,completed,67.0,54.0,63.0
613,male,group C,bachelor's degree,standard,completed,94.0,90.0,91.0
739,male,group D,associate's degree,standard,none,81.0,71.0,73.0
547,female,group A,some high school,standard,completed,92.0,100.0,97.0
726,male,group E,some college,standard,completed,81.0,74.0,71.0
684,female,group C,some high school,free/reduced,completed,29.0,40.0,44.0
99,female,group D,some college,free/reduced,none,58.0,67.0,62.0
805,female,group C,some college,standard,none,73.0,76.0,78.0
728,male,group E,some high school,standard,completed,68.0,51.0,57.0
574,female,group C,high school,free/reduced,completed,50.0,66.0,64.0
407,male,group B,associate's degree,standard,completed,65.0,65.0,63.0
503,male,group C,some college,free/reduced,none,63.0,61.0,54.0
48,female,group C,high school,standard,none,66.0,71.0,76.0
33,female,group E,master's degree,free/reduced,none,56.0,72.0,65.0
780,male,group E,associate's degree,standard,completed,94.0,85.0,82.0
840,female,group C,associate's degree,standard,none,66.0,77.0,73.0
201,female,group C,associate's degree,standard,completed,67.0,84.0,86.0
135,male,group D,bachelor's degree,free/reduced,completed,74.0,79.0,75.0
28,female,group C,bachelor's degree,standard,none,67.0,69.0,75.0
882,female,group E,bachelor's degree,standard,completed,71.0,70.0,70.0
231,male,group D,some college,standard,none,76.0,64.0,66.0
490,male,group A,associate's degree,free/reduced,completed,79.0,82.0,82.0
773,female,group B,some high school,free/reduced,completed,52.0,67.0,72.0
379,female,group A,some high school,standard,none,71.0,83.0,77.0
289,male,group B,bachelor's degree,free/reduced,none,88.0,75.0,76.0
419,male,group D,some college,standard,none,68.0,59.0,62.0
675,female,group D,high school,standard,completed,69.0,77.0,78.0
392,female,group D,some college,standard,none,77.0,68.0,77.0
593,male,group E,bachelor's degree,standard,none,68.0,68.0,64.0
499,female,group B,some high school,standard,none,66.0,69.0,68.0
139,female,group C,associate's degree,standard,none,59.0,66.0,67.0
63,male,group A,associate's degree,free/reduced,none,62.0,61.0,55.0
472,female,group C,high school,standard,none,63.0,69.0,74.0
648,female,group E,high school,free/reduced,none,64.0,62.0,68.0
129,male,group D,master's degree,standard,none,82.0,82.0,74.0
978,male,group C,associate's degree,standard,none,62.0,65.0,58.0
521,male,group D,some college,standard,none,71.0,49.0,52.0
839,male,group B,associate's degree,free/reduced,completed,58.0,57.0,53.0
964,female,group C,some high school,free/reduced,completed,65.0,76.0,75.0
65,female,group D,some high school,standard,none,59.0,58.0,59.0
813,female,group C,master's degree,standard,completed,54.0,64.0,67.0
15,female,group A,master's degree,standard,none,50.0,53.0,58.0
157,female,group E,high school,free/reduced,completed,66.0,74.0,78.0
41,male,group C,associate's degree,free/reduced,none,55.0,61.0,54.0
493,female,group C,some college,standard,none,83.0,83.0,90.0
380,male,group A,bachelor's degree,standard,none,66.0,64.0,62.0
188,male,group D,some high school,standard,completed,62.0,66.0,68.0
764,female,group B,high school,standard,none,62.0,62.0,63.0
217,female,group E,associate's degree,free/reduced,completed,83.0,86.0,88.0
792,female,group D,some college,free/reduced,none,60.0,66.0,70.0
53,male,group C,some college,standard,none,53.0,44.0,42.0
879,female,group D,some high school,standard,none,59.0,72.0,80.0
338,male,group C,associate's degree,standard,none,49.0,51.0,43.0
749,female,group C,bachelor's degree,free/reduced,none,50.0,60.0,59.0
720,male,group E,associate's degree,free/reduced,completed,91.0,73.0,80.0
725,male,group B,some college,standard,none,47.0,43.0,41.0
296,male,group B,associate's degree,free/reduced,none,67.0,62.0,60.0
702,female,group B,some high school,standard,none,57.0,67.0,72.0
252,female,group D,some college,free/reduced,none,71.0,83.0,83.0
727,female,group E,associate's degree,standard,completed,65.0,75.0,77.0
462,male,group B,some college,free/reduced,none,54.0,54.0,45.0
456,male,group C,bachelor's degree,free/reduced,none,37.0,56.0,47.0
998,female,group C,high school,free/reduced,completed,59.0,71.0,65.0
816,male,group B,some high school,standard,completed,94.0,86.0,87.0
863,male,group D,bachelor's degree,free/reduced,completed,39.0,42.0,38.0
270,female,group E,some college,free/reduced,none,71.0,76.0,70.0
202,female,group D,some college,free/reduced,none,65.0,81.0,77.0
162,female,group E,some college,free/reduced,completed,75.0,88.0,85.0
556,female,group C,some college,free/reduced,none,32.0,39.0,33.0
730,male,group C,some college,standard,none,53.0,39.0,37.0
402,male,group A,some college,standard,none,53.0,43.0,43.0
703,male,group A,bachelor's degree,standard,completed,87.0,84.0,87.0
477,male,group E,bachelor's degree,standard,completed,76.0,62.0,66.0
822,female,group D,bachelor's degree,free/reduced,none,78.0,90.0,93.0
772,male,group D,bachelor's degree,standard,none,75.0,73.0,74.0
106,female,group C,some college,standard,none,58.0,67.0,72.0
566,male,group B,associate's degree,standard,none,48.0,43.0,45.0
390,male,group D,master's degree,standard,none,73.0,70.0,75.0
2,female,group C,some college,standard,completed,69.0,90.0,88.0
939,male,group D,some college,standard,completed,85.0,81.0,85.0
984,female,group A,some college,standard,completed,78.0,87.0,91.0
562,female,group C,some college,standard,none,63.0,74.0,74.0
81,female,group B,associate's degree,standard,none,47.0,49.0,50.0
206,male,group D,some high school,standard,completed,74.0,71.0,78.0
35,male,group E,some college,standard,none,97.0,87.0,82.0
776,female,group B,some high school,free/reduced,none,49.0,58.0,55.0
509,male,group C,master's degree,standard,none,79.0,78.0,77.0
428,male,group C,some high school,free/reduced,none,69.0,71.0,65.0
455,female,group C,associate's degree,free/reduced,none,53.0,61.0,62.0
367,male,group C,high school,standard,completed,69.0,58.0,53.0
92,male,group C,high school,free/reduced,none,27.0,34.0,36.0
340,female,group D,some high school,free/reduced,completed,35.0,55.0,60.0
898,female,group B,some high school,free/reduced,completed,63.0,78.0,79.0
565,male,group B,bachelor's degree,free/reduced,none,48.0,51.0,46.0
346,female,group C,high school,standard,none,72.0,80.0,75.0
777,female,group B,high school,standard,none,66.0,72.0,70.0
242,female,group E,bachelor's degree,standard,none,80.0,83.0,83.0
14,male,group A,some college,standard,completed,78.0,72.0,70.0
316,male,group C,high school,standard,none,71.0,66.0,65.0
601,female,group D,master's degree,standard,none,54.0,60.0,63.0
388,female,group C,associate's degree,free/reduced,none,57.0,78.0,67.0
274,female,group D,some college,standard,none,65.0,70.0,71.0
167,male,group C,high school,free/reduced,completed,53.0,51.0,51.0
841,female,group D,high school,free/reduced,none,39.0,52.0,46.0
994,female,group D,bachelor's degree,free/reduced,none,62.0,72.0,74.0
647,female,group D,associate's degree,standard,none,59.0,70.0,65.0
819,female,group B,high school,free/reduced,none,60.0,72.0,68.0
485,female,group B,associate's degree,standard,none,49.0,52.0,54.0
982,male,group D,some high school,standard,none,81.0,78.0,78.0
505,female,group D,master's degree,free/reduced,none,40.0,59.0,54.0
832,female,group C,bachelor's degree,free/reduced,completed,74.0,86.0,89.0
244,male,group E,some college,standard,none,59.0,51.0,43.0
567,female,group E,bachelor's degree,free/reduced,completed,92.0,100.0,100.0
876,male,group C,some college,free/reduced,none,80.0,64.0,66.0
563,male,group C,bachelor's degree,standard,completed,96.0,90.0,92.0
687,male,group E,some college,standard,completed,85.0,75.0,68.0
190,female,group C,bachelor's degree,standard,none,77.0,88.0,87.0
783,female,group B,high school,free/reduced,completed,76.0,85.0,82.0
700,male,group C,high school,free/reduced,none,66.0,66.0,59.0
476,female,group D,bachelor's degree,standard,completed,71.0,76.0,83.0
682,male,group B,high school,standard,none,60.0,68.0,60.0
511,male,group D,some college,standard,none,76.0,71.0,73.0
59,male,group D,some college,standard,completed,58.0,59.0,58.0
475,female,group B,associate's degree,standard,completed,90.0,90.0,91.0
561,female,group D,some college,standard,completed,74.0,75.0,79.0
857,male,group B,some college,free/reduced,none,75.0,68.0,65.0
748,male,group C,some college,standard,none,69.0,64.0,68.0
253,female,group B,some high school,standard,completed,60.0,70.0,70.0
22,female,group B,some college,free/reduced,completed,65.0,75.0,70.0
314,female,group C,associate's degree,free/reduced,completed,68.0,67.0,69.0
460,male,group B,high school,standard,completed,72.0,65.0,68.0
161,male,group B,associate's degree,free/reduced,completed,82.0,78.0,74.0
277,female,group C,some high school,standard,completed,85.0,92.0,93.0
956,male,group E,associate's degree,standard,none,72.0,57.0,62.0
192,male,group D,some college,standard,completed,76.0,83.0,79.0
386,female,group E,some college,standard,none,67.0,76.0,75.0
806,male,group A,some college,free/reduced,none,75.0,81.0,74.0
414,male,group B,some high school,standard,completed,63.0,67.0,67.0
492,female,group C,associate's degree,standard,none,64.0,64.0,70.0
344,male,group D,associate's degree,standard,completed,67.0,72.0,67.0
770,male,group A,some college,free/reduced,none,58.0,60.0,57.0
309,female,group B,associate's degree,free/reduced,none,53.0,71.0,67.0
662,male,group C,some high school,standard,none,73.0,66.0,63.0
131,male,group D,master's degree,standard,none,89.0,84.0,82.0
664,female,group C,high school,standard,none,65.0,69.0,67.0
872,female,group C,some college,standard,completed,70.0,72.0,76.0
100,female,group D,bachelor's degree,standard,none,65.0,67.0,62.0
373,male,group D,some high school,standard,none,74.0,74.0,72.0
88,female,group D,associate's degree,standard,none,71.0,71.0,74.0
459,female,group E,bachelor's degree,standard,none,100.0,100.0,100.0
331,male,group C,high school,standard,none,71.0,60.0,61.0
215,male,group E,high school,standard,completed,87.0,91.0,81.0
467,female,group D,associate's degree,free/reduced,none,26.0,31.0,38.0
122,male,group B,associate's degree,standard,completed,91.0,89.0,92.0
615,female,group A,associate's degree,standard,none,82.0,93.0,93.0
21,male,group D,high school,standard,none,66.0,69.0,63.0
701,female,group E,bachelor's degree,standard,completed,79.0,81.0,82.0
72,male,group D,some college,standard,completed,63.0,55.0,63.0
107,female,group D,master's degree,standard,none,87.0,100.0,100.0
271,male,group C,bachelor's degree,standard,none,69.0,63.0,61.0
861,female,group C,associate's degree,standard,none,53.0,62.0,53.0
436,male,group C,some college,free/reduced,completed,50.0,48.0,53.0
103,female,group D,associate's degree,standard,none,85.0,91.0,89.0
